school,school_id,district,district_id,percent_proficient,year
Llewellyn Elementary School,872,Portland SD 1J,2180,0.7586206896551724,2017-2018
Maplewood Elementary School,873,Portland SD 1J,2180,0.3448275862068966,2017-2018
Marysville Elementary School,875,Portland SD 1J,2180,0.25,2017-2018
Peninsula Elementary School,879,Portland SD 1J,2180,0.22857142857142856,2017-2018
Richmond Elementary School,883,Portland SD 1J,2180,0.8469387755102041,2017-2018
Rigler Elementary School,884,Portland SD 1J,2180,0.17721518987341772,2017-2018
Roseway Heights School,885,Portland SD 1J,2180,0.5483870967741935,2017-2018
Sabin Elementary School,886,Portland SD 1J,2180,0.6781609195402298,2017-2018
Scott Elementary School,887,Portland SD 1J,2180,0.2127659574468085,2017-2018
Sitton Elementary School,889,Portland SD 1J,2180,0.140625,2017-2018
Skyline Elementary School,890,Portland SD 1J,2180,0.5,2017-2018
Stephenson Elementary School,892,Portland SD 1J,2180,0.847457627118644,2017-2018
Sunnyside Environmental School,893,Portland SD 1J,2180,0.5862068965517241,2017-2018
Vernon Elementary School,895,Portland SD 1J,2180,0.4528301886792453,2017-2018
Vestal Elementary School,896,Portland SD 1J,2180,0.28205128205128205,2017-2018
Whitman Elementary School,900,Portland SD 1J,2180,0.3611111111111111,2017-2018
Woodlawn Elementary School,902,Portland SD 1J,2180,0.2653061224489796,2017-2018
Woodmere Elementary School,903,Portland SD 1J,2180,0.20512820512820512,2017-2018
Woodstock Elementary School,904,Portland SD 1J,2180,0.7386363636363636,2017-2018
Metropolitan Learning Center,916,Portland SD 1J,2180,0.46153846153846156,2017-2018
Prescott Elementary School,925,Parkrose SD 3,2181,0.19642857142857142,2017-2018
Russell Elementary,926,Parkrose SD 3,2181,0.29577464788732394,2017-2018
Sacramento Elementary School,927,Parkrose SD 3,2181,0.109375,2017-2018
Shaver Elementary School,928,Parkrose SD 3,2181,0.43103448275862066,2017-2018
East Gresham Elementary School,933,Gresham-Barlow SD 10J,2183,0.15873015873015872,2017-2018
Highland Elementary School,935,Gresham-Barlow SD 10J,2183,0.3150684931506849,2017-2018
Hall Elementary School,936,Gresham-Barlow SD 10J,2183,0.21518987341772153,2017-2018
Hollydale Elementary School,937,Gresham-Barlow SD 10J,2183,0.4696969696969697,2017-2018
North Gresham Elementary School,938,Gresham-Barlow SD 10J,2183,0.3291139240506329,2017-2018
Powell Valley Elementary School,939,Gresham-Barlow SD 10J,2183,0.26666666666666666,2017-2018
West Gresham Elementary School,940,Gresham-Barlow SD 10J,2183,0.5869565217391305,2017-2018
East Orient Elementary School,941,Gresham-Barlow SD 10J,2183,0.6805555555555556,2017-2018
Alder Elementary School,943,Reynolds SD 7,2182,0.11428571428571428,2017-2018
Fairview Elementary School,945,Reynolds SD 7,2182,0.23636363636363636,2017-2018
Glenfair Elementary School,946,Reynolds SD 7,2182,0.14814814814814814,2017-2018
Hartley Elementary School,947,Reynolds SD 7,2182,0.2857142857142857,2017-2018
Margaret Scott Elementary School,948,Reynolds SD 7,2182,0.22857142857142856,2017-2018
Davis Elementary School,949,Reynolds SD 7,2182,0.08771929824561403,2017-2018
Sweetbriar Elementary School,950,Reynolds SD 7,2182,0.3870967741935484,2017-2018
Troutdale Elementary School,951,Reynolds SD 7,2182,0.390625,2017-2018
Wilkes Elementary School,952,Reynolds SD 7,2182,0.25,2017-2018
Sauvie Island School,958,Scappoose SD 1J,1944,0.6666666666666666,2017-2018
Meadows Elementary,959,Centennial SD 28J,2185,0.22916666666666666,2017-2018
Oliver Elementary School,962,Centennial SD 28J,2185,0.15714285714285714,2017-2018
Parklane Elementary School,963,Centennial SD 28J,2185,0.1836734693877551,2017-2018
Patrick Lynch Elementary,964,Centennial SD 28J,2185,0.37362637362637363,2017-2018
Powell Butte Elementary School,965,Centennial SD 28J,2185,0.4838709677419355,2017-2018
Pleasant Valley Elementary School,966,Centennial SD 28J,2185,0.3269230769230769,2017-2018
Cherry Park Elementary School,972,David Douglas SD 40,2187,0.6712328767123288,2017-2018
Gilbert Heights Elementary School,973,David Douglas SD 40,2187,0.3402061855670103,2017-2018
Gilbert Park Elementary School,974,David Douglas SD 40,2187,0.2,2017-2018
Lincoln Park Elementary School,975,David Douglas SD 40,2187,0.18518518518518517,2017-2018
Menlo Park Elementary School,976,David Douglas SD 40,2187,0.2876712328767123,2017-2018
Mill Park Elementary School,977,David Douglas SD 40,2187,0.11688311688311688,2017-2018
Ventura Park Elementary School,978,David Douglas SD 40,2187,0.3380281690140845,2017-2018
West Powellhurst Elementary School,979,David Douglas SD 40,2187,0.18309859154929578,2017-2018
Riverdale Grade School,985,Riverdale SD 51J,2188,0.8043478260869565,2017-2018
Lyle Elementary School,989,Dallas SD 2,2190,0.5046728971962616,2017-2018
Oakdale Heights Elementary School,990,Dallas SD 2,2190,0.4861111111111111,2017-2018
Independence Elementary School,998,Central SD 13J,2191,0.2,2017-2018
Monmouth Elementary School,999,Central SD 13J,2191,0.52,2017-2018
Falls City Elementary School,1005,Falls City SD 57,2193,0.2,2017-2018
Sherman County School,1010,Sherman County SD,2195,0.7,2017-2018
South Prairie Elementary School,1014,Tillamook SD 9,2197,0.3756345177664975,2017-2018
Nestucca Valley Elementary,1019,Nestucca Valley SD 101J,2199,0.36363636363636365,2017-2018
Garibaldi Elementary School,1020,Neah-Kah-Nie SD 56,2198,0.5151515151515151,2017-2018
Nehalem Elementary School,1021,Neah-Kah-Nie SD 56,2198,0.696969696969697,2017-2018
Pilot Rock Elementary School,1027,Pilot Rock SD 2,2202,0.48,2017-2018
McNary Heights Elementary School,1032,Umatilla SD 6R,2204,0.32407407407407407,2017-2018
Highland Hills Elementary School,1034,Hermiston SD 8,2206,0.6349206349206349,2017-2018
Rocky Heights Elementary School,1036,Hermiston SD 8,2206,0.5324675324675324,2017-2018
Sunset Elementary School,1037,Hermiston SD 8,2206,0.42718446601941745,2017-2018
West Park Elementary School,1038,Hermiston SD 8,2206,0.5977011494252874,2017-2018
McKay Creek Elementary School,1047,Pendleton SD 16,2207,0.5833333333333334,2017-2018
Sherwood Heights Elementary School,1048,Pendleton SD 16,2207,0.5714285714285714,2017-2018
Washington Elementary School,1049,Pendleton SD 16,2207,0.4044943820224719,2017-2018
Athena Elementary School,1053,Athena-Weston SD 29RJ,2208,0.4318181818181818,2017-2018
Stanfield Elementary School,1060,Stanfield SD 61,2209,0.3888888888888889,2017-2018
Central Elementary School,1066,La Grande SD 1,2212,0.41025641025641024,2017-2018
Greenwood Elementary School,1068,La Grande SD 1,2212,0.45614035087719296,2017-2018
Island City Elementary School,1069,La Grande SD 1,2212,0.6274509803921569,2017-2018
Union Elementary School,1074,Union SD 5,2213,0.375,2017-2018
Imbler Charter School,1079,Imbler SD 11,2215,0.7777777777777778,2017-2018
Stella Mayfield Elementary School,1082,Elgin SD 23,2217,0.4074074074074074,2017-2018
Joseph Charter School,1087,Joseph SD 6,2219,0.8571428571428571,2017-2018
Wallowa Elementary School,1088,Wallowa SD 12,2220,0.5384615384615384,2017-2018
Enterprise Elementary School,1090,Enterprise SD 21,2221,0.48484848484848486,2017-2018
Chenowith Elementary School,1093,North Wasco County SD 21,4131,0.16883116883116883,2017-2018
Mosier Community School,1095,North Wasco County SD 21,4131,0.48148148148148145,2017-2018
Colonel Wright Elementary School,1097,North Wasco County SD 21,4131,0.19696969696969696,2017-2018
Dry Hollow Elementary School,1098,North Wasco County SD 21,4131,0.6101694915254238,2017-2018
Maupin Elementary School,1108,South Wasco County SD 1,2225,0.08333333333333333,2017-2018
Lenox Elementary School,1110,Hillsboro SD 1J,2239,0.618421052631579,2017-2018
West Union Elementary School,1111,Hillsboro SD 1J,2239,0.5238095238095238,2017-2018
Brookwood Elementary School,1112,Hillsboro SD 1J,2239,0.2777777777777778,2017-2018
W Verne McKinney Elementary School,1114,Hillsboro SD 1J,2239,0.40789473684210525,2017-2018
Eastwood Elementary School,1115,Hillsboro SD 1J,2239,0.0625,2017-2018
Minter Bridge Elementary School,1116,Hillsboro SD 1J,2239,0.3114754098360656,2017-2018
Mooberry Elementary School,1117,Hillsboro SD 1J,2239,0.34545454545454546,2017-2018
W L Henry Elementary School,1119,Hillsboro SD 1J,2239,0.24444444444444444,2017-2018
Banks Elementary School,1120,Banks SD 13,2240,0.38961038961038963,2017-2018
Cornelius Elementary School,1128,Forest Grove SD 15,2241,0.2807017543859649,2017-2018
Dilley Elementary School,1129,Forest Grove SD 15,2241,0.6304347826086957,2017-2018
Echo Shaw Elementary School,1130,Forest Grove SD 15,2241,0.37142857142857144,2017-2018
Harvey Clarke Elementary School,1132,Forest Grove SD 15,2241,0.6288659793814433,2017-2018
Joseph Gale Elementary School,1133,Forest Grove SD 15,2241,0.24390243902439024,2017-2018
Bridgeport Elementary School,1135,Tigard-Tualatin SD 23J,2242,0.3723404255319149,2017-2018
Charles F Tigard Elementary School,1136,Tigard-Tualatin SD 23J,2242,0.6428571428571429,2017-2018
Mary Woodward Elementary School,1137,Tigard-Tualatin SD 23J,2242,0.7272727272727273,2017-2018
Durham Elementary School,1138,Tigard-Tualatin SD 23J,2242,0.5641025641025641,2017-2018
James Templeton Elementary School,1139,Tigard-Tualatin SD 23J,2242,0.5662650602409639,2017-2018
Metzger Elementary School,1140,Tigard-Tualatin SD 23J,2242,0.2807017543859649,2017-2018
Edward Byrom Elementary School,1142,Tigard-Tualatin SD 23J,2242,0.6559139784946236,2017-2018
Tualatin Elementary School,1143,Tigard-Tualatin SD 23J,2242,0.5632183908045977,2017-2018
Butternut Creek Elementary School,1147,Hillsboro SD 1J,2239,0.4166666666666667,2017-2018
Indian Hills Elementary School,1148,Hillsboro SD 1J,2239,0.5074626865671642,2017-2018
Reedville Elementary School,1149,Hillsboro SD 1J,2239,0.22727272727272727,2017-2018
Ladd Acres Elementary School,1150,Hillsboro SD 1J,2239,0.5915492957746479,2017-2018
Witch Hazel Elementary School,1151,Hillsboro SD 1J,2239,0.21428571428571427,2017-2018
Groner K-8,1152,Hillsboro SD 1J,2239,0.2608695652173913,2017-2018
Aloha-Huber Park School,1153,Beaverton SD 48J,2243,0.5112781954887218,2017-2018
Barnes Elementary School,1154,Beaverton SD 48J,2243,0.23076923076923078,2017-2018
Beaver Acres Elementary School,1155,Beaverton SD 48J,2243,0.5045045045045045,2017-2018
Bethany Elementary School,1156,Beaverton SD 48J,2243,0.8823529411764706,2017-2018
Greenway Elementary School,1157,Beaverton SD 48J,2243,0.34545454545454546,2017-2018
Cedar Mill Elementary School,1158,Beaverton SD 48J,2243,0.6911764705882353,2017-2018
Chehalem Elementary School,1159,Beaverton SD 48J,2243,0.3815789473684211,2017-2018
Cooper Mountain Elementary School,1160,Beaverton SD 48J,2243,0.5952380952380952,2017-2018
Errol Hassell Elementary School,1161,Beaverton SD 48J,2243,0.6493506493506493,2017-2018
Elmonica Elementary School,1162,Beaverton SD 48J,2243,0.37383177570093457,2017-2018
Fir Grove Elementary School,1163,Beaverton SD 48J,2243,0.28125,2017-2018
Hazeldale Elementary School,1164,Beaverton SD 48J,2243,0.4153846153846154,2017-2018
Hiteon Elementary School,1165,Beaverton SD 48J,2243,0.7884615384615384,2017-2018
Kinnaman Elementary School,1166,Beaverton SD 48J,2243,0.44166666666666665,2017-2018
McKay Elementary School,1168,Beaverton SD 48J,2243,0.4473684210526316,2017-2018
McKinley Elementary School,1169,Beaverton SD 48J,2243,0.4659090909090909,2017-2018
Montclair Elementary School,1170,Beaverton SD 48J,2243,0.8490566037735849,2017-2018
Oak Hills Elementary School,1171,Beaverton SD 48J,2243,0.7333333333333333,2017-2018
Raleigh Hills Elementary School,1172,Beaverton SD 48J,2243,0.7627118644067796,2017-2018
Raleigh Park Elementary School,1173,Beaverton SD 48J,2243,0.6428571428571429,2017-2018
Ridgewood Elementary School,1174,Beaverton SD 48J,2243,0.75,2017-2018
Rock Creek Elementary School,1175,Beaverton SD 48J,2243,0.6385542168674698,2017-2018
Terra Linda Elementary School,1176,Beaverton SD 48J,2243,0.7627118644067796,2017-2018
Vose Elementary School,1177,Beaverton SD 48J,2243,0.58,2017-2018
West Tualatin View Elementary School,1178,Beaverton SD 48J,2243,0.8235294117647058,2017-2018
William Walker Elementary School,1179,Beaverton SD 48J,2243,0.2835820895522388,2017-2018
Farmington View Elementary School,1189,Hillsboro SD 1J,2239,0.45454545454545453,2017-2018
North Plains Elementary School,1190,Hillsboro SD 1J,2239,0.5901639344262295,2017-2018
J Clyde Hopkins Elementary School,1191,Sherwood SD 88J,2244,0.6631578947368421,2017-2018
Gaston Elementary School,1194,Gaston SD 511J,2245,0.4,2017-2018
Fossil Charter School,1205,Fossil SD 21J,2248,0.4032258064516129,2017-2018
Amity Elementary School,1208,Amity SD 4J,2252,0.4166666666666667,2017-2018
Dayton Grade School,1211,Dayton SD 8,2253,0.33766233766233766,2017-2018
Yamhill Carlton Elementary School,1213,Yamhill Carlton SD 1,2251,0.5862068965517241,2017-2018
Dundee Elementary School,1216,Newberg SD 29J,2254,0.5813953488372093,2017-2018
Edwards Elementary School,1217,Newberg SD 29J,2254,0.5,2017-2018
Ewing Young Elementary School,1218,Newberg SD 29J,2254,0.6785714285714286,2017-2018
Mabel Rush Elementary School,1219,Newberg SD 29J,2254,0.5492957746478874,2017-2018
Willamina Elementary School,1224,Willamina SD 30J,2255,0.18055555555555555,2017-2018
Columbus Elementary School,1228,McMinnville SD 40,2256,0.7368421052631579,2017-2018
Memorial Elementary School,1230,McMinnville SD 40,2256,0.7395833333333334,2017-2018
Newby Elementary School,1231,McMinnville SD 40,2256,0.550561797752809,2017-2018
Wascher Elementary School,1232,McMinnville SD 40,2256,0.7966101694915254,2017-2018
Faulconer-Chapman School,1235,Sheridan SD 48J,2257,0.30612244897959184,2017-2018
Charlemagne French Immersion Elementary School,1240,Eugene SD 4J,2082,0.7358490566037735,2017-2018
Buena Vista Elementary School,1241,Eugene SD 4J,2082,0.6086956521739131,2017-2018
Corridor Elementary School,1242,Eugene SD 4J,2082,0.34375,2017-2018
Chapman Hill Elementary School,1244,Salem-Keizer SD 24J,2142,0.5535714285714286,2017-2018
Yujin Gakuen Elementary School,1259,Eugene SD 4J,2082,0.6222222222222222,2017-2018
Mount Scott Elementary School,1264,North Clackamas SD 12,1924,0.6037735849056604,2017-2018
Three Rivers Elementary School,1266,Bend-LaPine Administrative SD 1,1976,0.7678571428571429,2017-2018
Lincoln Elementary School,1267,Woodburn SD 103,2146,0.17796610169491525,2017-2018
Sexton Mountain Elementary School,1270,Beaverton SD 48J,2243,0.6588235294117647,2017-2018
Boeckman Creek Primary School,1272,West Linn-Wilsonville SD 3J,1922,0.4588235294117647,2017-2018
Markham Elementary School,1278,Portland SD 1J,2180,0.6865671641791045,2017-2018
Jackson Elementary School,1285,Hillsboro SD 1J,2239,0.5616438356164384,2017-2018
Willamette Primary School,1286,West Linn-Wilsonville SD 3J,1922,0.7126436781609196,2017-2018
Oak Creek Elementary School,1288,Lake Oswego SD 7J,1923,0.7978723404255319,2017-2018
North Lake School,1289,North Lake SD 14,2061,0.4117647058823529,2017-2018
Territorial Elementary School,1297,Junction City SD 69,2091,0.7777777777777778,2017-2018
Rieke Elementary School,1299,Portland SD 1J,2180,0.7450980392156863,2017-2018
Tobias Elementary School,1302,Hillsboro SD 1J,2239,0.6714285714285714,2017-2018
Nancy Ryles Elementary School,1303,Beaverton SD 48J,2243,0.7403846153846154,2017-2018
Cecile Trost Elementary School,1307,Canby SD 86,1929,0.1951219512195122,2017-2018
Elk Meadow Elementary School,1308,Bend-LaPine Administrative SD 1,1976,0.7415730337078652,2017-2018
Central Linn Elementary School,1311,Central Linn SD 552,2105,0.4883720930232558,2017-2018
Kelly Creek Elementary School,1313,Gresham-Barlow SD 10J,2183,0.4634146341463415,2017-2018
Lava Ridge Elementary School,1317,Bend-LaPine Administrative SD 1,1976,0.6698113207547169,2017-2018
Monroe Grade School,1321,Monroe SD 1J,1898,0.08333333333333333,2017-2018
Franklin School,1322,Corvallis SD 509J,1901,0.8,2017-2018
Amity Creek Elementary School,1324,Bend-LaPine Administrative SD 1,1976,0.7037037037037037,2017-2018
Vern Patrick Elementary School,1325,Redmond SD 2J,1977,0.4647887323943662,2017-2018
Archer Glen Elementary School,1334,Sherwood SD 88J,2244,0.7692307692307693,2017-2018
Antonia Crater Elementary School,1335,Newberg SD 29J,2254,0.6835443037974683,2017-2018
Family School,1339,Eugene SD 4J,2082,0.6666666666666666,2017-2018
Abraham Lincoln Elementary,1350,Medford SD 549C,2048,0.5851063829787234,2017-2018
Parkside Elementary,1351,Grants Pass SD 7,2054,0.38235294117647056,2017-2018
Riverbend Elementary School,1352,Springfield SD 19,2083,0.21052631578947367,2017-2018
Heritage Elementary,1359,Woodburn SD 103,2146,0.410958904109589,2017-2018
Winterhaven School,1364,Portland SD 1J,2180,0.7692307692307693,2017-2018
Woodland Elementary,1365,Reynolds SD 7,2182,0.3870967741935484,2017-2018
Deer Creek Elementary School,1369,Tigard-Tualatin SD 23J,2242,0.48514851485148514,2017-2018
Findley Elementary,1370,Beaverton SD 48J,2243,0.9224806201550387,2017-2018
Edgewood Community Elementary School,1774,Eugene SD 4J,2082,0.5373134328358209,2017-2018
Meadow View School,2264,Bethel SD 52,2088,0.5058823529411764,2017-2018
Forest Park Elementary School,2413,Portland SD 1J,2180,0.7763157894736842,2017-2018
Sojourner School,2733,North Clackamas SD 12,1924,0.6,2017-2018
Scholls Heights Elementary School,2781,Beaverton SD 48J,2243,0.8133333333333334,2017-2018
Grandhaven Elementary School,2784,McMinnville SD 40,2256,0.67,2017-2018
Lourdes School,2994,Scio SD 95,2103,0.16666666666666666,2017-2018
Lake Creek Learning Center,3147,Eagle Point SD 9,2043,0.6,2017-2018
Paul L Patterson Elementary School,3159,Hillsboro SD 1J,2239,0.5737704918032787,2017-2018
Orenco Elementary School,3160,Hillsboro SD 1J,2239,0.5111111111111111,2017-2018
Spring Mountain Elementary School,3198,North Clackamas SD 12,1924,0.7471264367816092,2017-2018
Miller Elementary School,3215,Salem-Keizer SD 24J,2142,0.42424242424242425,2017-2018
High Lakes Elementary School,3218,Bend-LaPine Administrative SD 1,1976,0.813953488372093,2017-2018
Highland School at Kenwood Elementary School,3219,Bend-LaPine Administrative SD 1,1976,0.847457627118644,2017-2018
Westside Village Magnet School at Kingston Elementary School,3221,Bend-LaPine Administrative SD 1,1976,0.4166666666666667,2017-2018
Middleton Elementary School,3222,Sherwood SD 88J,2244,0.7888888888888889,2017-2018
Village School,3229,Eugene SD 4J,2082,0.75,2017-2018
Ridgeline Montessori,3233,Eugene SD 4J,2082,0.6428571428571429,2017-2018
Oak Grove Elementary,3342,North Clackamas SD 12,1924,0.47368421052631576,2017-2018
Prairie City School,3349,Prairie City SD 4,2009,0.5,2017-2018
Jewell School,3352,Jewell SD 8,1934,0.2727272727272727,2017-2018
Prospect Charter School,3356,Prospect SD 59,2045,0.2777777777777778,2017-2018
Paisley School,3360,Paisley SD 11,2060,0.5384615384615384,2017-2018
Eddyville Charter School,3361,Lincoln County SD,2097,0.25,2017-2018
Harper Charter School,3362,Harper SD 66,2114,0.7142857142857143,2017-2018
Ione Community Charter School,3363,Ione SD R2,3997,0.3157894736842105,2017-2018
Helix School,3364,Helix SD 1,2201,0.2857142857142857,2017-2018
North Powder Charter School,3365,North Powder SD 8J,2214,0.375,2017-2018
Cascade Locks School,3372,Hood River County SD,2024,0.07142857142857142,2017-2018
Weddle Elementary School,3374,Salem-Keizer SD 24J,2142,0.12307692307692308,2017-2018
Lamb Elementary School,3375,Salem-Keizer SD 24J,2142,0.25333333333333335,2017-2018
Hammond Elementary School,3376,Salem-Keizer SD 24J,2142,0.37349397590361444,2017-2018
Hallman Elementary School,3377,Salem-Keizer SD 24J,2142,0.11475409836065574,2017-2018
Perrydale School,3378,Perrydale SD 21,2192,0.6521739130434783,2017-2018
Camas Valley School,3400,Camas Valley SD 21J,1995,0.25,2017-2018
Triangle Lake Charter School,3401,Blachly SD 90,2095,0.5,2017-2018
Dufur School,3402,Dufur SD 29,2229,0.72,2017-2018
Desert View Elementary School,3426,Hermiston SD 8,2206,0.5612244897959183,2017-2018
Echo School,3433,Echo SD 5,2203,0.8888888888888888,2017-2018
Cove Charter School,3434,Cove SD 15,2216,0.4,2017-2018
Kings Valley Charter School,3440,Philomath SD 17J,1900,0.375,2017-2018
Opal School of the Portland Children's Museum,3451,Portland SD 1J,2180,0.5555555555555556,2017-2018
Bolton Primary School,3455,West Linn-Wilsonville SD 3J,1922,0.7246376811594203,2017-2018
Luckiamute Valley Charter School,3461,Dallas SD 2,2190,0.30434782608695654,2017-2018
Ash Creek Elementary School,3464,Central SD 13J,2191,0.38613861386138615,2017-2018
Multnomah Learning Academy,3490,Reynolds SD 7,2182,0.3958333333333333,2017-2018
Riverview School,3503,Lebanon Community SD 9,2101,0.3235294117647059,2017-2018
Pioneer School,3504,Lebanon Community SD 9,2101,0.2962962962962963,2017-2018
Sand Ridge Charter School,3505,Lebanon Community SD 9,2101,0.6764705882352942,2017-2018
Earl Boyles Elementary,3525,David Douglas SD 40,2187,0.5294117647058824,2017-2018
Lee Elementary School,3526,Salem-Keizer SD 24J,2142,0.3,2017-2018
Optimum Learning Environment Charter School,3528,Salem-Keizer SD 24J,2142,0.6666666666666666,2017-2018
Imlay Elementary School,3536,Hillsboro SD 1J,2239,0.5342465753424658,2017-2018
Hogan Cedars Elementary School,3543,Gresham-Barlow SD 10J,2183,0.3854166666666667,2017-2018
Prairie Mountain School,3567,Bethel SD 52,2088,0.49333333333333335,2017-2018
Lewis & Clark Elementary School,3569,St Helens SD 502,1948,0.38461538461538464,2017-2018
Multi-sensory Instruction Teaching Children Hands-On (MITCH),3579,Tigard-Tualatin SD 23J,2242,0.6,2017-2018
Arthur Academy,3580,David Douglas SD 40,2187,0.76,2017-2018
Lighthouse Charter School,3615,Coos Bay SD 9,1965,0.32,2017-2018
Trillium,3616,Portland SD 1J,2180,0.2777777777777778,2017-2018
Brockway Elementary School,3624,Winston-Dillard SD 116,2002,0.2987012987012987,2017-2018
Butler Creek Elementary School,3649,Centennial SD 28J,2185,0.5,2017-2018
Boones Ferry Primary School,3913,West Linn-Wilsonville SD 3J,1922,0.4411764705882353,2017-2018
Pine Ridge Elementary,3947,Bend-LaPine Administrative SD 1,1976,0.7076923076923077,2017-2018
Fern Hill Elementary School,3986,Forest Grove SD 15,2241,0.36486486486486486,2017-2018
Salish Ponds Elementary School,3989,Reynolds SD 7,2182,0.17307692307692307,2017-2018
Emerson School,3991,Portland SD 1J,2180,0.88,2017-2018
El Puente,4005,North Clackamas SD 12,1924,0.5,2017-2018
Eagle Rock Elementary School,4020,Eagle Point SD 9,2043,0.43859649122807015,2017-2018
Coquille Valley Elementary,4025,Coquille SD 8,1964,0.4838709677419355,2017-2018
Siletz Valley Schools,4038,Lincoln County SD,2097,0.18181818181818182,2017-2018
Four Rivers Community School,4040,Oregon Department of Education,2336,0.56,2017-2018
Harritt Elementary School,4068,Salem-Keizer SD 24J,2142,0.29411764705882354,2017-2018
Ensworth Elementary School,4129,Bend-LaPine Administrative SD 1,1976,0.6538461538461539,2017-2018
Cesar Chavez Elementary School,4146,Eugene SD 4J,2082,0.3582089552238806,2017-2018
Holt Elementary School,4157,Eugene SD 4J,2082,0.6086956521739131,2017-2018
City View Charter School,4206,Hillsboro SD 1J,2239,0.21739130434782608,2017-2018
Reynolds Arthur Academy,4216,Reynolds SD 7,2182,0.5,2017-2018
Sherwood Charter School,4220,Sherwood SD 88J,2244,0.7727272727272727,2017-2018
South Columbia Family School,4221,Scappoose SD 1J,1944,0.25,2017-2018
Woodburn Arthur Academy,4230,Woodburn SD 103,2146,0.18518518518518517,2017-2018
Joan Austin Elementary School,4342,Newberg SD 29J,2254,0.3870967741935484,2017-2018
Alberta Rider Elementary School,4364,Tigard-Tualatin SD 23J,2242,0.7866666666666666,2017-2018
Valley Inquiry Charter School,4390,Salem-Keizer SD 24J,2142,0.5384615384615384,2017-2018
Oregon Connections Academy,4399,Santiam Canyon SD 129J,2104,0.3669724770642202,2017-2018
Portland Arthur Academy Charter School,4400,Portland SD 1J,2180,0.2857142857142857,2017-2018
Tom McCall Elementary School,4429,Redmond SD 2J,1977,0.6941176470588235,2017-2018
Philander Lee Elementary School,4435,Canby SD 86,1929,0.5121951219512195,2017-2018
Cascade Heights Public Charter School,4475,North Clackamas SD 12,1924,0.45454545454545453,2017-2018
John Muir Elementary School,4476,Ashland SD 5,2041,0.45454545454545453,2017-2018
Springwater Environmental Sciences School,4480,Oregon City SD 62,1928,0.7391304347826086,2017-2018
Sweet Home Charter School,4484,Sweet Home SD 55,2102,0.47058823529411764,2017-2018
Portland Village School,4534,Portland SD 1J,2180,0.2830188679245283,2017-2018
Alliance Charter Academy,4585,Oregon City SD 62,1928,0.36,2017-2018
Corbett School,4592,Corbett SD 39,2186,0.425,2017-2018
Madrone Trail Public Charter School,4593,Medford SD 549C,2048,0.2608695652173913,2017-2018
Forest Grove Community School,4595,Forest Grove SD 15,2241,0.4166666666666667,2017-2018
Gresham Arthur Academy,4601,Gresham-Barlow SD 10J,2183,0.5,2017-2018
St Helens Arthur Academy,4602,St Helens SD 502,1948,0.4166666666666667,2017-2018
The Cottonwood School of Civics and Science,4604,Oregon Department of Education,2336,0.625,2017-2018
Inavale Community Partners dba Muddy Creek Charter School,4637,Corvallis SD 509J,1901,0.5294117647058824,2017-2018
Sue Buel Elementary,4639,McMinnville SD 40,2256,0.4810126582278481,2017-2018
Creative Science School,4640,Portland SD 1J,2180,0.3902439024390244,2017-2018
Free Orchards Elementary School,4641,Hillsboro SD 1J,2239,0.4166666666666667,2017-2018
Lincoln Street Elementary School,4642,Hillsboro SD 1J,2239,0.14035087719298245,2017-2018
Quatama Elementary School,4643,Hillsboro SD 1J,2239,0.7704918032786885,2017-2018
Ponderosa Elementary,4646,Bend-LaPine Administrative SD 1,1976,0.4823529411764706,2017-2018
Lewis and Clark Montessori Charter School,4667,Gresham-Barlow SD 10J,2183,0.375,2017-2018
Summit Learning Charter,4670,Estacada SD 108,1930,0.21739130434782608,2017-2018
Bonny Slope Elementary School,4671,Beaverton SD 48J,2243,0.8636363636363636,2017-2018
William E Miller Elementary,4680,Bend-LaPine Administrative SD 1,1976,0.819047619047619,2017-2018
Oregon Virtual Academy,4690,North Bend SD 13,1966,0.2857142857142857,2017-2018
Silvies River Charter School,4702,Frenchglen SD 16,2020,0.2857142857142857,2017-2018
Rosedale Elementary School,4703,Hillsboro SD 1J,2239,0.391304347826087,2017-2018
Springville K-8 School,4712,Beaverton SD 48J,2243,0.7549019607843137,2017-2018
Scouters Mountain Elementary,4713,North Clackamas SD 12,1924,0.5862068965517241,2017-2018
Verne A Duncan Elementary School,4714,North Clackamas SD 12,1924,0.5806451612903226,2017-2018
The Ivy School,4720,Oregon Department of Education,2336,0.5,2017-2018
Baker Web Academy,4728,Baker SD 5J,1894,0.2982456140350877,2017-2018
Edy Ridge Elementary School,4730,Sherwood SD 88J,2244,0.839622641509434,2017-2018
Camas Ridge Community Elementary,4739,Eugene SD 4J,2082,0.46938775510204084,2017-2018
Timber Ridge School,4744,Greater Albany Public SD 8J,2100,0.36607142857142855,2017-2018
Molalla River Academy,4745,Molalla River SD 35,1925,0.5,2017-2018
The Community Roots School,4746,Silver Falls SD 4J,2138,0.0625,2017-2018
Ardenwald Elementary School,4762,North Clackamas SD 12,1924,0.2631578947368421,2017-2018
Happy Valley Elementary School,4763,North Clackamas SD 12,1924,0.6486486486486487,2017-2018
Lewelling Elementary School,4764,North Clackamas SD 12,1924,0.3620689655172414,2017-2018
Linwood Elementary School,4765,North Clackamas SD 12,1924,0.30434782608695654,2017-2018
Oregon Trail Elementary School,4766,North Clackamas SD 12,1924,0.6133333333333333,2017-2018
