school,school_id,district,district_id,percent_proficient,year
Verne A Duncan Elementary School,4714,North Clackamas SD 12,1924,0.44565217391304346,2018-2019
The Ivy School,4720,Oregon Department of Education,2336,0.6,2018-2019
Baker Web Academy,4728,Baker SD 5J,1894,0.2876712328767123,2018-2019
Edy Ridge Elementary School,4730,Sherwood SD 88J,2244,0.8020833333333334,2018-2019
Camas Ridge Community Elementary,4739,Eugene SD 4J,2082,0.42857142857142855,2018-2019
Timber Ridge School,4744,Greater Albany Public SD 8J,2100,0.5306122448979592,2018-2019
Molalla River Academy,4745,Molalla River SD 35,1925,0.25,2018-2019
The Community Roots School,4746,Silver Falls SD 4J,2138,0.4666666666666667,2018-2019
Ardenwald Elementary School,4762,North Clackamas SD 12,1924,0.4576271186440678,2018-2019
Happy Valley Elementary School,4763,North Clackamas SD 12,1924,0.6944444444444444,2018-2019
Lewelling Elementary School,4764,North Clackamas SD 12,1924,0.288135593220339,2018-2019
Linwood Elementary School,4765,North Clackamas SD 12,1924,0.14285714285714285,2018-2019
Oregon Trail Elementary School,4766,North Clackamas SD 12,1924,0.42857142857142855,2018-2019
Rosland Elementary,4793,Bend-LaPine Administrative SD 1,1976,0.5454545454545454,2018-2019
Arco Iris Spanish Immersion School,4805,Beaverton SD 48J,2243,0.5416666666666666,2018-2019
Oregon Trail  Academy,4820,Oregon Trail SD 46,1926,0.8928571428571429,2018-2019
Logos Public Charter School,4821,Medford SD 549C,2048,0.34615384615384615,2018-2019
Rockwood Preparatory Academy,4822,Reynolds SD 7,2182,0.3170731707317073,2018-2019
Sunny Wolf Charter School,4823,Three Rivers/Josephine County SD,2055,0.65,2018-2019
Eagle Charter School,4850,Oregon Department of Education,2336,0.4166666666666667,2018-2019
Kalapuya Elementary School,4858,Salem-Keizer SD 24J,2142,0.7209302325581395,2018-2019
Hope Chinese Charter School,4867,Beaverton SD 48J,2243,0.8269230769230769,2018-2019
Lowrie Primary School,5056,West Linn-Wilsonville SD 3J,1922,0.5882352941176471,2018-2019
Trillium Creek Primary School,5057,West Linn-Wilsonville SD 3J,1922,0.7567567567567568,2018-2019
Two Rivers Dos Rios Elementary,5059,Springfield SD 19,2083,0.22972972972972974,2018-2019
Le Monde French Immersion Public Charter School,5060,Portland SD 1J,2180,0.8412698412698413,2018-2019
Cesar E Chavez Elem,5064,Salem-Keizer SD 24J,2142,0.3111111111111111,2018-2019
Battle Creek Elementary School,5066,Salem-Keizer SD 24J,2142,0.38317757009345793,2018-2019
Kids Unlimited Academy,5205,Medford SD 549C,2048,0.46,2018-2019
Kairos PDX,5218,Portland SD 1J,2180,0.08,2018-2019
Crater Lake Charter Academy,5251,Eagle Point SD 9,2043,0.2,2018-2019
Mountain View Academy,5252,Lowell SD 71,2092,0.75,2018-2019
Silver Rail Elementary School,5293,Bend-LaPine Administrative SD 1,1976,0.3972602739726027,2018-2019
Dallas Community Charter,5298,Dallas SD 2,2190,0.22727272727272727,2018-2019
Barnes Butte Elementary,5302,Crook County SD,1970,0.32989690721649484,2018-2019
Bend International School,5309,Bend-LaPine Administrative SD 1,1976,0.875,2018-2019
Bridge Charter Academy,5349,Lowell SD 71,2092,0.09090909090909091,2018-2019
Sato Elementary School,5382,Beaverton SD 48J,2243,0.8640776699029126,2018-2019
Rose City Park,5427,Portland SD 1J,2180,0.632183908045977,2018-2019
Gib Olinger Elementary School,5434,Milton-Freewater Unified SD 7,2205,0.3357142857142857,2018-2019
Cascade Virtual Academy,5440,Mitchell SD 55,2249,0.14285714285714285,2018-2019
Oregon Family School,5446,Harney County SD 4,2015,0.11764705882352941,2018-2019
